titre;date;resume;resume_tr;url
Evaluating LLMs for Text-to-SQL Generation With Complex SQL Workload;2024-07-28;"Here is a concise and accurate summary of the document:

The document explores the performance of Large Language Models (LLMs) in generating SQL queries from natural language inputs, focusing on the structural complexity of queries from three benchmarks: TPC-DS, BIRD, and Spider. The study finds that TPC-DS queries exhibit a significantly higher level of structural complexity compared to the other two benchmarks, with a greater number of function calls, subqueries, and joins. Current state-of-the-art LLMs fall short in generating accurate decision-making queries, highlighting the need for more advanced models. The authors propose future work directions to improve the accuracy of generated queries, including incremental SQL generation, fine-tuning smaller models, and human-in-the-loop workflow. The document aims to evaluate the complexity of queries from three benchmarks and analyze the performance of 11 LLMs in generating SQL queries based on the TPC-DS workload, identifying the challenges posed by the TPC-DS workload and proposing future work directions to improve the accuracy of generated queries.";"Voici un résumé concis et précis du document :

Le document explore les performances des grands modèles linguistiques (LLMs) dans la génération de requêtes SQL à partir d'entrées de langage naturel, en se concentrant sur la complexité structurelle des requêtes issues de trois référentiels : TPC-DS, BIRD et Spider. L'étude constate que les requêtes TPC-DS présentent un niveau de complexité structurelle nettement plus élevé par rapport aux autres référentiels, avec un plus grand nombre d'appels de fonction, de sous-requêtes et de jointures. Les modèles LLM actuels de pointe peinent à générer des requêtes de prise de décision précises, mettant en évidence le besoin de modèles plus avancés. Les auteurs proposent des directions de travail futures pour améliorer l'exactitude des requêtes générées, notamment la génération de requêtes SQL incrémentielle, le calibrage de modèles plus petits et le flux de travail avec une intervention humaine. Le document vise à évaluer la complexité des requêtes issues de trois référentiels et à analyser les performances de 11 LLMs dans la génération de requêtes SQL basées sur la charge de travail TPC-DS, en identifiant les défis posés par la charge de travail TPC-DS et en proposant des directions futures pour améliorer l'exactitude des requêtes générées.";https://arxiv.org/pdf/2407.19517
Meta-Rewarding Language Models: Self-Improving Alignment with LLM-as-a-Meta-Judge;2024-07-28;"The document presents a novel approach called Meta-Rewarding, which aims to improve the ability of language models to judge and follow instructions by introducing a meta-judge that evaluates the model's own judgments. The method consists of an iterative training scheme where the model plays three roles: actor, judge, and meta-judge. The actor generates responses to given prompts, the judge evaluates these responses and assigns rewards, and the meta-judge compares the quality of the judge's judgments. The paper uses the Llama-3-8B-Instruct model as the initial seed model and performs multiple iterations of the Meta-Rewarding training.

The judge's score is combined with length information to determine the winning response, preventing the responses from lengthening during iterative training. The paper uses the DPO algorithm for preference optimization. The results show that the Meta-Rewarding method improves the model's ability to judge and follow instructions, achieving a win rate improvement of 39.4% on AlpacaEval 2 and 29.1% on Arena-Hard. The method outperforms standard Self-Rewarding training even when enhanced with length-bias improvements.

The paper proposes a novel mechanism to improve the judging skill of models by using a meta-judge that assigns meta-rewards to select chosen and rejected judgments for preference optimization. The approach addresses the limitation of Self-Rewarding frameworks, which lack training for the judge. The paper introduces a length-control technique to mitigate the issue of length explosion when training with AI feedback. The results demonstrate that Meta-Rewarding can significantly improve the judging skill of models, surpassing both Self-Rewarding and SPPO, a strong baseline that relies heavily on human feedback.

The document presents various papers and research directions related to fine-grained evaluation capability in language models. The papers discuss techniques for aligning language models with human feedback, including Self-Rewarding, Meta-Rewarding, and Direct Preference Optimization. The document also presents several language models and their evaluation metrics, such as Llama-3-8B-Instruct, SFT on EFT, and Meta-Rewarding LLM.

Finally, the document presents results from the Open Assistant test set, focusing on the agreement and ranking performance of various models. The results are presented for two models: Llama-3-8B-Instruct and SFT on EFT, as well as several iterations of Self-Rewarding LLM + LC and Meta-Rewarding LLM. The results suggest that the Self-Rewarding LLM + LC model performs better than the Meta-Rewarding LLM model, with the best iteration achieving a Spearman correlation of 0.347. The models exhibit varying levels of agreement with human rankings, with the best model achieving an agreement percentage of 67.17%.";"Le document présente une approche novatrice appelée Meta-Rewarding, qui vise à améliorer la capacité des modèles de langage à juger et suivre les instructions en introduisant un juge métajuge qui évalue les propres jugements du modèle. La méthode consiste en un schéma d'entraînement itératif où le modèle joue trois rôles : acteur, juge et métajuge. L'acteur génère des réponses à des prompts donnés, le juge évalue ces réponses et attribue des récompenses, et le métajuge compare la qualité des jugements du juge. Le papier utilise le modèle Llama-3-8B-Instruct comme modèle initial et effectue plusieurs itérations d'entraînement Meta-Rewarding.

Le score du juge est combiné avec des informations de longueur pour déterminer la réponse gagnante, empêchant les réponses de s'allonger lors de l'entraînement itératif. Le papier utilise l'algorithme DPO (Direct Preference Optimization) pour l'optimisation des préférences. Les résultats montrent que la méthode Meta-Rewarding améliore la capacité du modèle à juger et suivre les instructions, avec une amélioration de 39,4% du taux de victoire sur AlpacaEval 2 et de 29,1% sur Arena-Hard. La méthode surpasse même l'entraînement standard Self-Rewarding, même lorsqu'il est amélioré avec une optimisation biaisée par la longueur.

Le papier propose un mécanisme novateur pour améliorer les compétences de jugement des modèles en utilisant un métajuge qui attribue des récompenses métajuges aux jugements choisis et rejetés pour l'optimisation des préférences. Cette approche aborde la limitation des cadres Self-Rewarding, qui manquent de formation pour le juge. Le papier présente également une technique de contrôle de la longueur pour atténuer le problème de l'explosion de la longueur lors de l'entraînement avec un retour d'information AI. Les résultats démontrent que Meta-Rewarding peut améliorer considérablement les compétences de jugement des modèles, dépassant à la fois Self-Rewarding et SPPO (Direct Preference Optimization), une référence forte qui repose fortement sur les commentaires humains.

Le document présente diverses publications et directions de recherche liées à la capacité d'évaluation fine des modèles de langage. Les publications discutent des techniques pour aligner les modèles de langage sur les commentaires humains, telles que Self-Rewarding, Meta-Rewarding et Direct Preference Optimization. Le document présente également plusieurs modèles de langage et leurs indicateurs d'évaluation, tels que Llama-3-8B-Instruct, SFT sur EFT et Meta-Rewarding LLM.

Enfin, le document présente les résultats de l'Open Assistant Test Set, en se concentrant sur la performance d'accord et de classement de divers modèles. Les résultats sont présentés pour deux modèles : Llama-3-8B-Instruct et SFT sur EFT, ainsi que pour plusieurs itérations de Self-Rewarding LLM + LC et Meta-Rewarding LLM. Les résultats suggèrent que le modèle Self-Rewarding LLM + LC performe mieux que le modèle Meta-Rewarding LLM, avec la meilleure itération atteignant un coefficient de corrélation de Spearman de 0,347. Les modèles présentent des niveaux variables d'accord avec les classements humains, avec le meilleur modèle atteignant un pourcentage d'accord de 67,17%.";https://arxiv.org/pdf/2407.19594
The Emerged Security and Privacy of LLM Agent: A Survey with Case Studies;2024-07-27;"The provided extracts discuss the emerging security and privacy concerns related to Large Language Model (LLM) agents and their applications. These sophisticated AI systems can perform complex tasks, interact with humans, and execute tasks, but they also expose security and privacy vulnerabilities. The documents highlight the need for comprehensive research on their security and privacy, emphasizing the risks and vulnerabilities associated with these agents.

The LLM agents are susceptible to various attacks, including jailbreaking attacks, which can bypass security and censorship features, and technical vulnerabilities such as hallucinations, catastrophic forgetting, and misunderstandings, leading to incorrect outputs and affecting user trust. The successful execution of these threats can compromise the privacy and security of individuals, disrupt digital ecosystems, and have harmful effects on the physical environment and other agents.

The impact of these threats on humans includes privacy leakage, security risks, and societal impact, such as the dissemination of false information and rumors, which can distort public perceptions and exacerbate societal conflicts. The documents emphasize the need for robust security measures and protocols to protect LLM agents against various threats, including attacks, technical vulnerabilities, and inherited threats.

The primary purpose of the documents is to provide a comprehensive survey of the security and privacy challenges faced by LLM agents, highlighting the risks and vulnerabilities associated with these agents and emphasizing the need for robust security measures and protocols. The documents serve as a reference for researchers, developers, and policymakers interested in the field of LLMs and their applications, aiming to raise awareness of the potential risks and consequences of LLM attacks and encourage further research in this area.";"Les extraits fournis discutent des préoccupations émergentes en matière de sécurité et de confidentialité liées aux agents de grande taille (LLM) et leurs applications. Ces systèmes d'intelligence artificielle sophistiqués peuvent effectuer des tâches complexes, interagir avec les humains et exécuter des tâches, mais ils exposent également des vulnérabilités en matière de sécurité et de confidentialité. Les documents mettent en évidence le besoin de recherches approfondies sur leur sécurité et leur confidentialité, soulignant les risques et les vulnérabilités associés à ces agents.

Les agents LLM sont vulnérables à diverses attaques, y compris les attaques de jailbreaking, qui peuvent contourner les fonctionnalités de sécurité et de censure, et des vulnérabilités techniques telles que les hallucinations, l'oubli catastrophique et les malentendus, entraînant des sorties incorrectes et affectant la confiance des utilisateurs. La réussite de ces menaces peut compromettre la confidentialité et la sécurité des individus, perturber les écosystèmes numériques et avoir des effets néfastes sur l'environnement physique et d'autres agents.

L'impact de ces menaces sur les humains inclut des fuites de confidentialité, des risques de sécurité et un impact sociétal, tels que la diffusion de fausses informations et de rumeurs, ce qui peut déformer la perception publique et exacerber les conflits sociaux. Les documents soulignent la nécessité de protocoles de sécurité robustes pour protéger les agents LLM contre diverses menaces, y compris les attaques, les vulnérabilités techniques et les menaces héritées.

Le but principal des documents est de fournir une revue complète des défis de sécurité et de confidentialité auxquels sont confrontés les agents LLM, en mettant en évidence les risques et vulnérabilités associés à ces agents et en soulignant la nécessité de mesures de sécurité robustes. Les documents servent de référence pour les chercheurs, les développeurs et les décideurs intéressés par le domaine des LLM et leurs applications, visant à sensibiliser aux risques potentiels et aux conséquences des attaques LLM et à encourager davantage de recherches dans ce domaine.";https://arxiv.org/pdf/2407.19354
The Impact of LoRA Adapters for LLMs on Clinical NLP Classification Under Data Limitations;2024-07-27;"The document investigates the effectiveness of Low-Rank Adaptation (LoRA) adapters for fine-tuning Large Language Models (LLMs) in clinical Natural Language Processing (NLP) classification under data limitations. The authors experiment with four adapter structures, including Adapter, Lightweight, TinyAttention, and Gated Residual Network (GRN), as final layers for clinical notes classification. The study finds that employing adapter structures does not yield significant improvements in fine-tuning biomedical pre-trained LLMs. Instead, simpler Transformer-based models, trained from scratch, perform better under resource constraints. The GRN adapter structure demonstrates superior performance with an accuracy, precision, recall, and F1 score of 0.88.

The study uses a dataset of 580,000 unigrams extracted from 5,444 single lines of short clinical narratives from CHUSJ. The biomedical pre-trained LLMs used are CamemBERT-bio, DrBERT, and AliBERT, which are tailored to address the unique challenges of biomedical text analysis. The authors fine-tune these models alongside two Transformer-based models, using the GRN adapter structure.

The findings suggest that adopting simpler models over LLMs can significantly reduce training times from over 1000 hours to less than 6 hours, facilitating faster and more efficient deployment of clinical NLP solutions in resource-constrained hospitals. The study concludes that simpler Transformer-based models can be effectively trained from scratch for clinical NLP tasks in low-resource environments. The GRN adapter structure is identified as the most effective adapter structure.

The document's purpose is to analyze the impact of different adapter structures, which offer minimal complexity and rapid adaptation to LLMs, for clinical NLP narrative classification. The study aims to identify the most effective adapter structure for fine-tuning LLMs in clinical NLP classification under data limitations. Overall, the document provides a comprehensive evaluation of the use of adapters in fine-tuning pre-trained LLMs for clinical text classification tasks, highlighting the potential benefits and limitations of this approach.";"L'étude examine l'efficacité des adaptateurs de faible rang (LoRA) pour l'affinage des grands modèles de langage naturel (LLN) dans le traitement automatique du langage naturel (TALN) clinique sous des contraintes de données limitées. Les auteurs expérimentent quatre structures d'adaptateurs, y compris l'adaptateur, léger, TinyAttention et le réseau résiduel géré par des portes (GRN), en tant que couches finales pour la classification de notes cliniques. L'étude constate que l'utilisation de structures d'adaptateurs ne produit pas d'améliorations significatives lors de l'affinage de modèles préentraînés en biomédecine. Au lieu de cela, des modèles plus simples, basés sur Transformer, entraînés à partir de zéro, obtiennent de meilleurs résultats sous des contraintes de ressources. La structure d'adaptateur GRN démontre une performance supérieure avec une précision, une précision, un score de rappel et un score F1 de 0,88.

L'étude utilise un ensemble de données de 580 000 monogrammes extraits de 5 444 lignes courtes de récits cliniques de CHUSJ. Les LLN préentraînés sur des données biomédicales utilisés sont CamemBERT-bio, DrBERT et AliBERT, qui sont adaptés pour relever les défis uniques de l'analyse de texte biomédical. Les auteurs affinent ces modèles aux côtés de deux modèles Transformer basés sur l'adaptateur GRN.

Les résultats suggèrent que l'adoption de modèles plus simples au lieu des LLN peut réduire considérablement le temps de formation, passant de plus de 1000 heures à moins de 6 heures, facilitant ainsi un déploiement plus rapide et efficace des solutions de TALN clinique dans les hôpitaux à ressources limitées. L'étude conclut que les modèles Transformer peuvent être efficacement entraînés à partir de zéro pour les tâches de TALN clinique dans des environnements à ressources limitées. La structure d'adaptateur GRN est identifiée comme la structure d'adaptateur la plus efficace.

Le but de ce document est d'analyser l'impact de différentes structures d'adaptateurs, qui offrent une complexité minimale et une adaptation rapide aux LLN, pour la classification automatique de textes cliniques. L'étude vise à identifier la structure d'adaptateur la plus efficace pour affiner les LLN dans la classification automatique de textes cliniques sous des contraintes de données limitées. En somme, ce document fournit une évaluation approfondie de l'utilisation d'adaptateurs pour affiner les préentraînés LLN pour les tâches de classification automatique de textes cliniques, mettant en évidence les avantages potentiels et les limites de cette approche.";https://arxiv.org/pdf/2407.19299
Understanding Memorisation in LLMs: Dynamics, Influencing Factors, and Implications;2024-07-27;"Here is a detailed and concise summary of the document:

The document ""Understanding Memorisation in LLMs: Dynamics, Influencing Factors, and Implications"" aims to provide a comprehensive understanding of memorisation in large language models (LLMs). The authors create an experimental framework to study memorisation by repeatedly exposing LLMs to random strings and investigate the dynamics, influencing factors, and implications of memorisation. The study reveals that LLMs exhibit a ""Guessing-Phase"" and a ""Memorisation-Phase"" during memorisation, where the accuracy of the model increases from random guessing to convergence towards 1. The authors identify factors that influence memorisation, including the entropy of the distribution of tokens in the random strings, the role of local prefixes and global context, and the effect of sequential exposure to different random strings. The study also shows that LLMs can forget old random strings when exposed to new ones, but can also memorise new strings faster as they are exposed to more random strings. The document highlights the importance of understanding memorisation in LLMs, as it has significant implications for the reliability of their output and the privacy of their training data. The study provides a foundational understanding of how LLMs memorise random strings, which has significant implications for the design of language models and their applications in natural language processing tasks.";"Voici un résumé détaillé et concis de ce document :

Le document ""Comprendre la mémorisation dans les grands modèles linguistiques : dynamiques, facteurs influents et implications"" vise à fournir une compréhension approfondie et concise de la mémorisation dans les grands modèles linguistiques (LLM). Les auteurs créent un cadre expérimental pour étudier la mémorisation en exposant régulièrement des LLM à des chaînes aléatoires et étudient les dynamiques, les facteurs influents et les implications de la mémorisation. L'étude révèle que les LLM présentent une phase de ""deviner"" et une phase de ""mémorisation"", où l'exactitude du modèle passe de la divination aléatoire à la convergence vers 1. Les auteurs identifient les facteurs qui influencent la mémorisation, y compris l'entropie de la distribution des jetons dans les chaînes aléatoires, le rôle des préfixes locaux et du contexte global, et l'effet de l'exposition séquentielle à différents chaînes aléatoires. L'étude montre également que les LLM peuvent oublier les chaînes aléatoires anciennes lorsqu'ils sont exposés à de nouvelles chaînes aléatoires, mais peuvent aussi mémoriser de nouvelles chaînes plus rapidement à mesure qu'ils sont exposés à davantage de chaînes aléatoires. Le document souligne l'importance de comprendre la mémorisation dans les LLM, car elle a des implications significatives pour la fiabilité de leur sortie et la confidentialité de leurs données d'entraînement. L'étude fournit une compréhension fondamentale de la façon dont les LLM mémorisent les chaînes aléatoires, ce qui a des implications importantes pour la conception des modèles linguistiques et leurs applications dans les tâches de traitement du langage naturel.";https://arxiv.org/pdf/2407.19262
Towards the Terminator Economy: Assessing Job Exposure to AI through LLMs;2024-07-27;"Here is a concise and accurate summary of the document:

The document explores the impact of artificial intelligence (AI) on employment and wages in the American labor market. To assess AI exposure, the authors propose a novel index called TEAI, which evaluates the extent to which AI can perform tasks related to occupations. The TEAI index is calculated using three Large Language Models (LLMs) and their corresponding motivations, which rate tasks in a given occupation. The authors use the Occupational Information Network (O*NET) data to extract occupation profiles and tasks, enriching them to derive the extent to which existing AI and robotics technologies can perform job-related tasks. The study finds that approximately one-third of U.S. employment is highly exposed to AI, primarily in high-skill jobs. The results show a positive correlation between AI exposure and employment and wage growth from 2019 to 2023. The authors conclude that AI exposure has a balanced impact on the labor market, without polarizing effects, and that AI exposure is associated with stronger employment and wage growth in the period 2003-2023, suggesting a positive effect on productivity. Overall, the document provides a comprehensive analysis of AI exposure and its potential impact on occupations and the labor market, highlighting both the potential benefits and uncertainties of AI in the workforce.";"Voici un résumé concis et précis du document :

Le document examine l'impact de l'intelligence artificielle (IA) sur l'emploi et les salaires dans le marché du travail américain. Pour évaluer l'exposition à l'IA, les auteurs proposent un indice novateur appelé TEAI, qui évalue dans quelle mesure l'IA peut effectuer des tâches liées à des professions. L'indice TEAI est calculé à l'aide de trois grands modèles linguistiques (LLM) et de leurs motivations correspondantes, qui évaluent les tâches dans une profession donnée. Les auteurs utilisent les données du Réseau d'Information sur les Métiers (O*NET) pour extraire des profils d'occupations et des tâches, enrichissant ces informations pour déterminer dans quelle mesure les technologies d'IA et de robotique existantes peuvent effectuer des tâches liées au travail. L'étude constate que près d'un tiers de l'emploi aux États-Unis est fortement exposé à l'IA, principalement dans les emplois à haut niveau de compétences. Les résultats montrent une corrélation positive entre l'exposition à l'IA et la croissance de l'emploi et des salaires de 2019 à 2023. Les auteurs concluent que l'exposition à l'IA a un impact équilibré sur le marché du travail, sans effets polarisants, et que l'exposition à l'IA est associée à une croissance plus forte de l'emploi et des salaires entre 2003 et 2023, suggérant un effet positif sur la productivité. Globalement, ce document fournit une analyse approfondie de l'exposition à l'IA et de son potentiel d'impact sur les professions et le marché du travail, mettant en évidence à la fois les avantages potentiels et les incertitudes de l'IA dans la main-d'œuvre.";https://arxiv.org/pdf/2407.19204
On Behalf of the Stakeholders: Trends in NLP Model Interpretability in the Era of LLMs;2024-07-27;"Here is a detailed and concise summary of the content:

The document presents a comprehensive overview of explainable artificial intelligence (XAI) and natural language processing (NLP) model interpretability. The authors highlight the importance of XAI in understanding and explaining the behavior of AI models, particularly in high-stakes applications. They classify papers on NLP model interpretability into different paradigms, including feature attributions, probing, mechanistic interpretability, diagnostic sets, counterfactuals, and natural language explanations. The authors emphasize the need for human evaluation and feedback in AI decision-making, as well as the importance of transparency and accountability in AI systems.

The document also discusses the challenges and limitations of NLP interpretability, including the need for more effective evaluation metrics and the rapid growth of XAI. The authors highlight the importance of understanding the inner workings of AI models, particularly in fields outside NLP, and propose methods for improving transparency and interpretability. The document concludes by emphasizing the potential applications of XAI in various fields, including healthcare, finance, and education, and highlights the need for more research on NLP interpretability.

Overall, the document aims to provide a comprehensive overview of XAI and NLP model interpretability, highlighting the importance of transparency, accountability, and human evaluation in AI decision-making. The authors emphasize the need for more research on NLP interpretability and the potential applications of XAI in various fields.";"Voici un aperçu détaillé et concis du contenu :

Le document présente un aperçu complet et concis de la compréhension et de l'explication des modèles d'intelligence artificielle (IA) et de la traitement du langage naturel (TLN) interprétabilité des modèles. Les auteurs mettent en évidence l'importance de l'IA explicite dans la compréhension et l'explication du comportement des modèles d'IA, en particulier dans les applications à enjeux élevés. Ils classent les papiers sur l'interprétabilité des modèles de traitement du langage naturel en différents paradigmes, tels que les attributions de caractéristiques, le sondage, l'interprétabilité mécaniste, les ensembles diagnostiques, les contre-factuels et les explications en langage naturel. Les auteurs soulignent également le besoin d'une évaluation humaine et de retours d'information dans la prise de décision de l'IA, ainsi que l'importance de la transparence et de la responsabilité dans les systèmes d'IA.

Le document aborde également les défis et les limites de l'interprétabilité du traitement du langage naturel, y compris le besoin d'un meilleur système d'évaluation et la croissance rapide de l'IA explicite. Les auteurs soulignent l'importance de comprendre le fonctionnement interne des modèles d'IA, en particulier dans les domaines en dehors du traitement du langage naturel, et proposent des méthodes pour améliorer la transparence et l'interprétabilité. Le document se conclut en soulignant les applications potentielles de l'IA explicite dans divers domaines, tels que la santé, les finances et l'éducation, et met en évidence le besoin de poursuivre les recherches sur l'interprétabilité des modèles de traitement du langage naturel.

En somme, le document vise à fournir un aperçu complet de l'IA explicite et de l'interprétabilité des modèles de traitement du langage naturel, en soulignant l'importance de la transparence, de la responsabilité et de l'évaluation humaine dans la prise de décision de l'IA. Les auteurs soulignent le besoin de poursuivre les recherches sur l'interprétabilité des modèles de traitement du langage naturel et les applications potentielles de l'IA explicite dans divers domaines.";https://arxiv.org/pdf/2407.19200
A Reliable Common-Sense Reasoning Socialbot Built Using LLMs and Goal-Directed ASP;2024-07-26;"The document presents a comprehensive overview of the design and implementation of AutoCompanion, a socialbot that leverages Large Language Models (LLMs) and Answer Set Programming (ASP) to engage in conversations about movies, books, and people. The socialbot is designed to model human thought processes during conversations, using three stages: parsing, reasoning, and responding. The LLM is used to parse natural language input into predicates, which are then sent to the ASP system for reasoning. The ASP system uses commonsense reasoning to check the consistency and correctness of the input knowledge and provide reliable answers. The socialbot can switch the chat topic actively based on the current and previous conversation, using the ASP system to reason about the topic and provide recommendations.

The document highlights the advantages of combining LLMs and ASP systems, including improved accuracy, scalability, and creativity. The authors compare AutoCompanion with ChatGPT-3.5 in aspects of creativity, topic concentration, and conversation depth, using GPT-4 as a judge. They conclude that the combination of LLMs and ASP reasoners is an effective way to realize control over LLM-based socialbots, improving their performance in terms of accuracy, scalability, and creativity.

The socialbot is designed to model human thought processes during conversations, using three stages: parsing, reasoning, and responding. The LLM is used to parse natural language input into predicates, which are then sent to the ASP system for reasoning. The ASP system uses commonsense reasoning to check the consistency and correctness of the input knowledge and provide reliable answers. The socialbot can switch the chat topic actively based on the current and previous conversation, using the ASP system to reason about the topic and provide recommendations.

The document presents a comprehensive overview of the design and implementation of AutoCompanion, a socialbot that leverages LLMs and ASP to engage in conversations about movies, books, and people. The socialbot is designed to model human thought processes during conversations, using three stages: parsing, reasoning, and responding. The LLM is used to parse natural language input into predicates, which are then sent to the ASP system for reasoning. The ASP system uses commonsense reasoning to check the consistency and correctness of the input knowledge and provide reliable answers. The socialbot can switch the chat topic actively based on the current and previous conversation, using the ASP system to reason about the topic and provide recommendations.

The document highlights the advantages of combining LLMs and ASP systems, including improved accuracy, scalability, and creativity. The authors compare AutoCompanion with ChatGPT-3.5 in aspects of creativity, topic concentration, and conversation depth, using GPT-4 as a judge. They conclude that the combination of LLMs and ASP reasoners is an effective way to realize control over LLM-based socialbots, improving their performance in terms of accuracy, scalability, and creativity.

The purpose of the document is to present an approach to building a socialbot that utilizes LLMs and ASP reasoners, and to highlight the advantages of this approach over traditional LLM-only socialbots.";"Le document présente un aperçu complet de la conception et de la mise en œuvre d'AutoCompanion, un socialbot qui exploite les grands modèles linguistiques (LLM) et le programmation en ensembles de réponses (ASP) pour engager des conversations sur des films, des livres et des personnes. Le socialbot est conçu pour modéliser les processus de pensée humains lors de conversations, en utilisant trois étapes : le parsing, la raisonnement et la réponse. Le LLM est utilisé pour analyser la langue naturelle en entrée en prédicats, qui sont ensuite envoyés au système ASP pour le raisonnement. Le système ASP utilise la raisonnement par ensembles de réponses pour vérifier la cohérence et la fiabilité de la connaissance entrante et fournir des réponses fiables. Le socialbot peut changer de sujet de conversation activement en fonction de la conversation actuelle et précédente, en utilisant le système ASP pour raisonner sur le sujet et fournir des recommandations.

Le document met en évidence les avantages de la combinaison des LLM et des systèmes ASP, notamment une amélioration de l'exactitude, de la scalabilité et de la créativité. Les auteurs comparent AutoCompanion avec ChatGPT-3.5 en termes de créativité, de concentration sur le sujet et de profondeur de la conversation, en utilisant GPT-4 comme juge. Ils concluent que la combinaison des LLM et des systèmes ASP est une façon efficace de réaliser un contrôle sur les socialbots basés sur les LLM, améliorant leurs performances en termes d'exactitude, de scalabilité et de créativité.

Le but du document est de présenter une approche pour construire un socialbot qui exploite les LLM et les systèmes ASP, et de mettre en évidence les avantages de cette approche par rapport aux socialbots traditionnels basés uniquement sur les LLM.";https://arxiv.org/pdf/2407.18498
Exploring Scaling Trends in LLM Robustness;2024-07-26;"Here is a concise and accurate summary of the document:

The document explores the relationship between scaling trends and robustness in language models (LLMs) against adversarial attacks. The authors investigate the robustness of Pythia models ranging from 14M to 12B parameters against two attacks: the random tokens baseline and the state-of-the-art greedy coordinate gradient attack (GCG). The study evaluates the models in various simple classification tasks, including Spam, IMDB, PasswordMatch, and WordLength. The authors observe that larger models tend to be more resistant to attacks, but the effect is weak and noisy when fine-tuning only on clean data. In contrast, a clearer scaling trend emerges for models adversarially trained against examples of attacks. Larger models are both more sample efficient, becoming more robust with fewer examples, and converge to be more robust given a sufficient number of examples. Adversarial training against one attack transfers protection to similar attacks, with the transfer being stronger for larger models. The study suggests that larger models can become more robust with adversarial training, but model size alone does not guarantee robustness. The authors conclude that scaling laws for adversarial robustness in LLMs are complex and context-dependent, and that future work is needed to understand the determinants of robustness.";"Voici un résumé concis et précis du document :

Le document explore la relation entre les tendances de mise à l'échelle et la robustesse des modèles de langage (LLM) contre les attaques adversariales. Les auteurs étudient la robustesse des modèles Pythia allant de 14M à 12B de paramètres contre deux attaques : le modèle de baseline aléatoire de jetons et l'attaque de gradient de coordonnées avide (GCG), considérée comme l'état de l'art. L'étude évalue les modèles dans diverses tâches de classification simples, telles que Spam, IMDB, PasswordMatch et WordLength. Les auteurs observent que les modèles plus importants ont tendance à être plus résistants aux attaques, mais l'effet est faible et bruyant lorsqu'ils sont uniquement entraînés sur des données propres. À l'inverse, un schéma de mise à l'échelle plus clair émerge pour les modèles entraînés de manière adversariale contre des exemples d'attaques. Les modèles plus importants sont à la fois plus efficaces en termes d'échantillons, devenant plus robustes avec un nombre moindre d'exemples, et convergent pour devenir plus robustes avec un nombre suffisant d'exemples. L'entraînement adversarial contre une attaque transfère la protection vers des attaques similaires, avec le transfert étant plus fort pour les modèles plus importants. L'étude suggère que les modèles plus importants peuvent devenir plus robustes grâce à l'entraînement adversarial, mais la taille du modèle seule ne garantit pas la robustesse. Les auteurs concluent que les lois de la robustesse contre les attaques adversariales dans les LLM sont complexes et dépendent du contexte, et que des travaux futurs sont nécessaires pour comprendre les déterminants de la robustesse.";https://arxiv.org/pdf/2407.18213
The power of Prompts: Evaluating and Mitigating Gender Bias in MT with LLMs;2024-07-26;"Here is a concise and accurate summary of the document:

The document discusses the evaluation and mitigation of gender bias in machine translation using Large Language Models (LLMs). The study compares the translation quality and gender bias of various base LLMs with state-of-the-art Neural Machine Translation (NMT) models for English to Catalan and English to Spanish translation directions. The authors explore prompting engineering techniques to mitigate gender bias in LLMs and present a prompt structure that significantly reduces gender bias by up to 12% on the WinoMT evaluation dataset. The study uses four widely-used test sets to benchmark the translation quality and gender bias of the models, and the authors investigate the effectiveness of prompts in mitigating gender bias in LLMs. The results suggest that the performance of LLMs can be improved by using more diverse and representative training data, and that accurately resolving gender inflections is crucial in mitigating gender bias in machine translation. The document also provides examples of Winograd schema sentences, which are sentences that contain pronouns that refer to specific entities, and demonstrates how to translate these sentences from English to Catalan and Spanish. The study highlights the importance of addressing gender bias in machine translation, particularly in languages with grammatical gender, such as Catalan and Spanish, and emphasizes the need for more inclusive and diverse language models.";"Voici un résumé concis et précis du document :

Le document aborde l'évaluation et la mitigation de la biais de genre dans la traduction automatique à l'aide de grands modèles linguistiques (LLMs). L'étude compare la qualité de la traduction et la biais de genre de diverses bases LLMs avec des modèles de traduction automatique neuronale d'état de l'art pour les directions de traduction anglais-catalan et anglais-espagnol. Les auteurs explorent les techniques d'incitation à la réduction de la biais de genre dans les LLMs et présentent une structure d'incitation qui réduit significativement la biais de genre jusqu'à 12% sur le dataset d'évaluation WinoMT. L'étude utilise quatre ensembles de données d'évaluation largement utilisés pour benchmarker la qualité de la traduction et la biais de genre des modèles, et les auteurs investiguent l'efficacité des incitations à la réduction de la biais de genre dans les LLMs. Les résultats suggèrent que la performance des LLMs peut être améliorée en utilisant des données d'entrainement plus diversifiées et représentatives, et que la résolution précise des inflections de genre est cruciale pour réduire la biais de genre dans la traduction automatique. Le document fournit également des exemples de phrases du schema de Winograd, qui sont des phrases contenant des pronoms qui font référence à des entités spécifiques, et démontre comment les traduire de l'anglais vers le catalan et l'espagnol. L'étude met en évidence l'importance de traiter la biais de genre dans la traduction automatique, en particulier dans les langues avec genre grammatical, comme le catalan et l'espagnol, et souligne le besoin de modèles linguistiques plus inclusifs et diversifiés.";https://arxiv.org/pdf/2407.18786
